user,num_logins,avg_login_hour,unique_pcs,num_files_accessed_file,num_files_to_removable_file,num_files_from_removable_file,unique_files_file,avg_content_length_file,num_emails_sent_email,avg_num_recipients_email,pct_emails_with_attachment_email,avg_content_length_email,avg_size_email,num_decoy_files_accessed_decoy,pct_decoy_files_accessed_decoy,anomaly,anomaly_score
AAH0721,19,11.68421052631579,1,2.0,0.0,0.0,2.0,365.5,27,3.740740740740741,0.1111111111111111,492.3333333333333,90174.5925925926,2.0,1.0,1,0.17862337304075482
AAM0138,19,11.894736842105264,1,0.0,0.0,0.0,0.0,0.0,33,3.4545454545454546,0.030303030303030304,538.3030303030303,98310.0,0.0,0.0,1,0.1799273359678999
AAM0729,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,9,3.888888888888889,0.1111111111111111,612.7777777777778,64461.555555555555,0.0,0.0,1,0.18405784756675142
AAP0352,19,11.263157894736842,1,41.0,13.0,17.0,28.0,561.6585365853658,27,3.5925925925925926,0.2222222222222222,567.925925925926,783135.5185185185,11.0,0.2682926829268293,1,0.11805148916703412
AAP1919,27,11.777777777777779,5,16.0,6.0,7.0,13.0,530.875,36,4.111111111111111,0.19444444444444445,564.4444444444445,298181.97222222225,3.0,0.1875,1,0.11750857980461821
AAP1942,29,11.275862068965518,1,4.0,0.0,0.0,3.0,630.0,27,3.2962962962962963,0.14814814814814814,521.2592592592592,332359.44444444444,4.0,1.0,1,0.17672971921339697
AAR0641,19,12.789473684210526,1,4.0,0.0,0.0,3.0,638.25,27,3.888888888888889,0.3333333333333333,526.925925925926,505609.2962962963,4.0,1.0,1,0.18936164905139424
AAS0144,19,12.263157894736842,1,0.0,0.0,0.0,0.0,0.0,27,3.2962962962962963,0.07407407407407407,585.1481481481482,236146.2962962963,0.0,0.0,1,0.1802179699347351
AAS2987,20,12.0,1,0.0,0.0,0.0,0.0,0.0,8,3.5,0.125,491.125,146369.25,0.0,0.0,1,0.17459364318273107
AAS3428,34,12.676470588235293,2,2.0,0.0,0.0,2.0,586.5,64,3.84375,0.203125,525.59375,449218.0625,2.0,1.0,1,0.14527217204941523
AAT2913,19,11.789473684210526,1,0.0,0.0,0.0,0.0,0.0,8,3.875,0.125,404.125,45594.125,0.0,0.0,1,0.17056856930726488
AAV3669,19,12.789473684210526,1,1.0,0.0,0.0,1.0,1028.0,3,3.3333333333333335,0.3333333333333333,608.6666666666666,839791.0,1.0,1.0,1,0.11615781231350641
AAW0894,31,11.935483870967742,3,0.0,0.0,0.0,0.0,0.0,4,3.5,0.5,543.25,349874.5,0.0,0.0,1,0.11805171118099411
ABB0167,19,12.789473684210526,1,6.0,0.0,0.0,5.0,549.5,27,3.925925925925926,0.2222222222222222,592.5555555555555,365552.2962962963,6.0,1.0,1,0.19279321608793593
ABB0300,19,13.736842105263158,1,0.0,0.0,0.0,0.0,0.0,3,3.6666666666666665,0.3333333333333333,788.0,856186.0,0.0,0.0,1,0.099934003095079
ABC3523,20,11.5,1,0.0,0.0,0.0,0.0,0.0,23,3.5652173913043477,0.08695652173913043,577.4347826086956,238519.52173913043,0.0,0.0,1,0.1874011873070866
ABD3426,42,11.333333333333334,2,549.0,182.0,317.0,165.0,578.0346083788706,50,3.7,0.18,580.04,274599.18,50.0,0.09107468123861566,-1,-0.09257772342680903
ABE2352,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,9,3.7777777777777777,0.0,536.7777777777778,25384.333333333332,0.0,0.0,1,0.1827531151315926
ABG2353,19,12.736842105263158,1,1.0,0.0,0.0,1.0,506.0,9,3.888888888888889,0.1111111111111111,618.5555555555555,305523.3333333333,1.0,1.0,1,0.17908220164713096
ABG3605,20,12.0,1,5.0,0.0,0.0,4.0,518.2,31,4.0,0.25806451612903225,557.0,426233.70967741933,5.0,1.0,1,0.19136685715838742
ABH0349,33,12.363636363636363,4,150.0,47.0,89.0,49.0,598.6733333333333,3,4.0,0.3333333333333333,739.3333333333334,1183119.3333333333,14.0,0.09333333333333334,-1,-0.012532299070619923
ABH1181,19,12.263157894736842,1,1.0,0.0,0.0,1.0,482.0,27,4.0,0.1111111111111111,510.8888888888889,164339.37037037036,1.0,1.0,1,0.1888187306172407
ABH2671,19,11.31578947368421,1,0.0,0.0,0.0,0.0,0.0,28,3.7142857142857144,0.21428571428571427,478.32142857142856,280511.75,0.0,0.0,1,0.18430048612857103
ABJ0281,19,12.210526315789474,1,2.0,0.0,0.0,2.0,364.0,28,3.7857142857142856,0.14285714285714285,526.6785714285714,296807.0,2.0,1.0,1,0.18721275126761944
ABK0481,20,11.0,1,3.0,0.0,0.0,2.0,581.6666666666666,9,3.7777777777777777,0.3333333333333333,527.8888888888889,656495.5555555555,3.0,1.0,1,0.17698559252961515
ABK3081,39,12.051282051282051,3,26.0,6.0,18.0,15.0,634.2307692307693,37,3.5405405405405403,0.35135135135135137,581.5945945945946,741812.7297297297,2.0,0.07692307692307693,1,0.09289353146824336
ABL0870,20,12.0,1,0.0,0.0,0.0,0.0,0.0,3,3.3333333333333335,0.0,647.6666666666666,24904.666666666668,0.0,0.0,1,0.16075020436706494
ABM3203,26,9.76923076923077,2,13.0,0.0,0.0,8.0,605.5384615384615,37,3.4594594594594597,0.24324324324324326,549.2972972972973,260046.64864864864,13.0,1.0,1,0.12453164861173072
ABM3641,41,11.0,3,6.0,0.0,0.0,3.0,616.3333333333334,6,3.8333333333333335,0.6666666666666666,563.8333333333334,2972185.8333333335,6.0,1.0,1,0.016365881333183174
ABM3687,40,12.325,5,434.0,141.0,252.0,117.0,565.516129032258,4,3.25,0.0,329.75,26053.5,41.0,0.0944700460829493,-1,-0.11710961645125384
ABM3772,32,12.28125,1,63.0,18.0,26.0,37.0,607.4285714285714,36,3.888888888888889,0.25,485.4166666666667,476896.8333333333,19.0,0.30158730158730157,1,0.11338798173704451
ABM3776,19,12.736842105263158,1,3.0,0.0,0.0,3.0,767.6666666666666,45,3.7333333333333334,0.17777777777777778,483.77777777777777,383106.97777777776,3.0,1.0,1,0.17543545280736395
ABO1173,33,12.181818181818182,1,60.0,21.0,34.0,35.0,478.3666666666667,27,4.0,0.2962962962962963,511.25925925925924,343375.55555555556,5.0,0.08333333333333333,1,0.11844476756604544
ABP2003,19,12.263157894736842,1,0.0,0.0,0.0,0.0,0.0,27,3.962962962962963,0.18518518518518517,515.3703703703703,360454.962962963,0.0,0.0,1,0.18990435867772992
ABP2917,30,11.9,1,98.0,35.0,54.0,52.0,536.2244897959183,10,3.9,0.2,509.5,402215.6,9.0,0.09183673469387756,1,0.09928062330558113
ABR0397,35,11.2,5,7.0,1.0,2.0,5.0,568.1428571428571,9,3.2222222222222223,0.3333333333333333,677.2222222222222,753678.6666666666,4.0,0.5714285714285714,1,0.09233939083404524
ABS0677,29,12.03448275862069,2,1.0,0.0,0.0,1.0,6.0,27,3.7037037037037037,0.2222222222222222,569.5925925925926,385164.0,1.0,1.0,1,0.14196588048851394
ABW0501,19,11.736842105263158,1,0.0,0.0,0.0,0.0,0.0,25,4.12,0.12,471.76,79163.04,0.0,0.0,1,0.17839410718681636
ACA0360,19,13.210526315789474,1,2.0,0.0,0.0,2.0,607.5,13,3.6923076923076925,0.23076923076923078,505.61538461538464,466334.3076923077,2.0,1.0,1,0.17813136580543898
ACA3252,20,12.0,1,0.0,0.0,0.0,0.0,0.0,3,3.6666666666666665,0.0,512.0,26905.666666666668,0.0,0.0,1,0.1814953171085752
ACB0701,29,11.068965517241379,1,28.0,9.0,11.0,18.0,516.1071428571429,9,3.6666666666666665,0.0,580.4444444444445,29445.222222222223,8.0,0.2857142857142857,1,0.10675776319207875
ACB3123,33,11.212121212121213,4,2.0,0.0,0.0,2.0,529.5,27,3.7037037037037037,0.2222222222222222,515.5185185185185,434312.14814814815,2.0,1.0,1,0.1628420588962386
ACC2773,20,10.5,1,6.0,0.0,0.0,4.0,834.0,36,3.6666666666666665,0.19444444444444445,536.75,279345.4166666667,6.0,1.0,1,0.15591130849438678
ACF1806,28,11.214285714285714,1,414.0,140.0,233.0,111.0,561.7463768115942,32,3.5625,0.40625,588.40625,457479.46875,41.0,0.09903381642512077,-1,-0.059867446411938086
ACG0312,28,11.75,5,0.0,0.0,0.0,0.0,0.0,3,4.666666666666667,0.6666666666666666,603.0,1740405.3333333333,0.0,0.0,1,0.0007897276963262367
ACG3819,38,11.473684210526315,2,58.0,22.0,27.0,36.0,546.551724137931,12,3.75,0.3333333333333333,579.75,349122.75,9.0,0.15517241379310345,1,0.10252106209797218
ACH0008,19,12.526315789473685,1,0.0,0.0,0.0,0.0,0.0,81,3.740740740740741,0.08641975308641975,546.4691358024692,131536.14814814815,0.0,0.0,1,0.12920048169366538
ACH1405,19,11.736842105263158,1,0.0,0.0,0.0,0.0,0.0,34,3.9705882352941178,0.11764705882352941,542.2058823529412,214166.0294117647,0.0,0.0,1,0.19617172828714502
ACH1910,37,13.297297297297296,2,10.0,0.0,0.0,5.0,468.7,36,3.7222222222222223,0.2222222222222222,527.3333333333334,600731.3611111111,10.0,1.0,1,0.1464870386095834
ACH2102,19,12.263157894736842,1,2.0,0.0,0.0,2.0,606.5,27,3.962962962962963,0.18518518518518517,564.0370370370371,304638.44444444444,2.0,1.0,1,0.1970299691467443
ACJ0014,20,11.0,1,4.0,0.0,0.0,4.0,714.25,53,3.811320754716981,0.1320754716981132,579.5283018867924,296686.3962264151,4.0,1.0,1,0.16377847352571184
ACL2943,27,13.0,1,1.0,0.0,0.0,1.0,376.0,45,3.888888888888889,0.2222222222222222,521.8666666666667,243364.26666666666,1.0,1.0,1,0.16817595993994278
ACM0100,28,12.107142857142858,1,5.0,0.0,0.0,5.0,677.2,27,3.7777777777777777,0.2222222222222222,488.0,175355.77777777778,5.0,1.0,1,0.18594675214916173
ACM2278,26,11.576923076923077,1,11.0,0.0,0.0,4.0,474.27272727272725,45,3.6444444444444444,0.24444444444444444,539.4,279402.7111111111,11.0,1.0,1,0.17907711315666203
ACM3964,26,12.538461538461538,1,1.0,0.0,0.0,1.0,593.0,3,3.3333333333333335,0.6666666666666666,385.6666666666667,1318855.6666666667,1.0,1.0,1,0.06409643463449427
ACN2347,34,12.382352941176471,5,3.0,0.0,0.0,2.0,699.0,9,3.2222222222222223,0.3333333333333333,658.6666666666666,322178.22222222225,3.0,1.0,1,0.11387083034349194
ACP2122,29,11.379310344827585,1,11.0,0.0,0.0,4.0,238.36363636363637,28,3.8214285714285716,0.10714285714285714,604.3928571428571,208170.82142857142,11.0,1.0,1,0.15499168547163605
ACR0331,19,12.263157894736842,1,0.0,0.0,0.0,0.0,0.0,27,3.8518518518518516,0.0,531.5555555555555,30085.0,0.0,0.0,1,0.18682461858232652
ACR0748,19,11.263157894736842,1,1.0,0.0,0.0,1.0,649.0,27,4.111111111111111,0.14814814814814814,515.4814814814815,365133.81481481483,1.0,1.0,1,0.1816360867540921
ACS0128,28,11.535714285714286,1,2.0,0.0,0.0,2.0,742.5,39,4.0,0.07692307692307693,539.974358974359,129925.46153846153,2.0,1.0,1,0.17614071194732395
ACS1921,26,11.76923076923077,4,168.0,48.0,104.0,87.0,558.3154761904761,27,3.7037037037037037,0.0,576.5925925925926,27007.62962962963,16.0,0.09523809523809523,1,0.03732929300204868
ACV1946,32,11.40625,4,93.0,28.0,52.0,51.0,523.763440860215,27,3.888888888888889,0.3333333333333333,610.2222222222222,375125.0740740741,13.0,0.13978494623655913,1,0.08549572123063065
ACW0426,19,11.263157894736842,1,0.0,0.0,0.0,0.0,0.0,9,3.888888888888889,0.0,463.22222222222223,29193.777777777777,0.0,0.0,1,0.18227156867702504
ACW0464,65,11.03076923076923,24,0.0,0.0,0.0,0.0,0.0,32,3.71875,0.0625,514.3125,122429.4375,0.0,0.0,1,0.023206486279169103
ACW1707,19,12.210526315789474,1,4.0,0.0,0.0,4.0,582.5,32,3.6875,0.03125,508.28125,49587.78125,4.0,1.0,1,0.1762477897935839
ADB0350,20,11.5,1,3.0,0.0,0.0,3.0,522.6666666666666,33,3.757575757575758,0.18181818181818182,574.060606060606,375337.63636363635,3.0,1.0,1,0.18953419867224758
ADB1105,22,11.136363636363637,2,38.0,14.0,21.0,22.0,470.92105263157896,30,3.8333333333333335,0.16666666666666666,525.8666666666667,453041.56666666665,3.0,0.07894736842105263,1,0.11685928025926107
ADB3853,19,12.368421052631579,1,4.0,0.0,0.0,3.0,528.25,42,3.642857142857143,0.07142857142857142,531.7380952380952,170394.92857142858,4.0,1.0,1,0.18366395017377618
ADC1469,19,11.31578947368421,1,1.0,0.0,0.0,1.0,531.0,28,3.5714285714285716,0.17857142857142858,518.1785714285714,190466.42857142858,1.0,1.0,1,0.1921513285017425
ADG1430,26,12.576923076923077,1,2.0,0.0,0.0,2.0,610.0,27,3.8518518518518516,0.2222222222222222,533.9629629629629,439231.48148148146,2.0,1.0,1,0.1906600780156243
ADG1737,23,12.130434782608695,3,176.0,100.0,48.0,128.0,528.0340909090909,42,3.9761904761904763,0.3333333333333333,502.45238095238096,596136.1428571428,28.0,0.1590909090909091,1,0.009258268694906646
ADH0975,23,11.652173913043478,3,0.0,0.0,0.0,0.0,0.0,9,4.777777777777778,0.5555555555555556,523.8888888888889,647182.0,0.0,0.0,1,0.06142593223935611
ADM0158,20,11.65,1,2.0,0.0,0.0,2.0,590.0,30,3.566666666666667,0.03333333333333333,534.3666666666667,227148.7,2.0,1.0,1,0.18669941183998917
ADM0765,19,12.842105263157896,1,1.0,0.0,0.0,1.0,6.0,27,3.7037037037037037,0.07407407407407407,487.25925925925924,198931.40740740742,1.0,1.0,1,0.14815967217660736
ADM0923,35,11.342857142857143,4,34.0,6.0,14.0,21.0,613.4705882352941,44,3.772727272727273,0.3181818181818182,548.6818181818181,578946.0,14.0,0.4117647058823529,1,0.09536076897821683
ADM1894,32,11.1875,4,9.0,0.0,0.0,4.0,609.6666666666666,24,3.5833333333333335,0.16666666666666666,603.4583333333334,584225.25,9.0,1.0,1,0.1537748917704067
ADM2762,20,10.5,1,0.0,0.0,0.0,0.0,0.0,27,3.7777777777777777,0.1111111111111111,528.5555555555555,244220.22222222222,0.0,0.0,1,0.17284096630198537
ADP1625,24,10.5,1,0.0,0.0,0.0,0.0,0.0,9,3.3333333333333335,0.2222222222222222,552.0,290929.0,0.0,0.0,1,0.12658440629127504
ADP3667,29,12.793103448275861,2,38.0,14.0,20.0,28.0,601.1578947368421,5,3.8,0.2,514.2,271065.0,4.0,0.10526315789473684,1,0.10776270748148548
ADR1517,27,11.555555555555555,1,2.0,0.0,0.0,2.0,586.5,3,4.333333333333333,0.0,438.0,39519.0,2.0,1.0,1,0.12071900091415655
ADS0763,19,12.842105263157896,1,6.0,0.0,0.0,5.0,508.6666666666667,27,3.814814814814815,0.2222222222222222,507.7037037037037,351345.3333333333,6.0,1.0,1,0.19331809262395527
ADS2428,73,14.054794520547945,28,2.0,0.0,0.0,2.0,603.5,33,3.696969696969697,0.15151515151515152,589.3939393939394,388912.48484848486,2.0,1.0,1,0.003508445512783509
ADS2950,37,11.675675675675675,3,52.0,12.0,16.0,23.0,493.9807692307692,45,3.6222222222222222,0.3111111111111111,476.8,833405.5777777778,24.0,0.46153846153846156,1,0.06698799706847258
ADV1640,20,11.6,1,0.0,0.0,0.0,0.0,0.0,9,3.888888888888889,0.1111111111111111,493.8888888888889,203279.33333333334,0.0,0.0,1,0.1896298851192002
ADV2467,19,13.263157894736842,1,0.0,0.0,0.0,0.0,0.0,25,3.56,0.08,608.76,110015.76,0.0,0.0,1,0.17516050182200982
ADW2832,19,11.368421052631579,1,0.0,0.0,0.0,0.0,0.0,4,3.0,0.25,653.0,528702.25,0.0,0.0,1,0.14689390228394728
AEB1458,19,12.894736842105264,1,6.0,0.0,0.0,4.0,641.3333333333334,20,3.75,0.2,601.5,351861.5,6.0,1.0,1,0.18438315218647222
AEB3249,27,11.962962962962964,1,14.0,3.0,5.0,10.0,555.9285714285714,27,3.888888888888889,0.037037037037037035,539.1111111111111,89696.77777777778,6.0,0.42857142857142855,1,0.13322422461229905
AEB3574,33,11.545454545454545,4,5.0,0.0,1.0,4.0,570.4,30,3.9,0.16666666666666666,638.4333333333333,278576.6,4.0,0.8,1,0.13621721786835256
AED1421,23,13.08695652173913,2,402.0,121.0,232.0,148.0,608.4179104477612,27,3.740740740740741,0.14814814814814814,525.2962962962963,646813.925925926,49.0,0.12189054726368159,-1,-0.07495996440087194
AEF2019,19,11.736842105263158,1,2.0,0.0,0.0,2.0,642.5,27,3.8518518518518516,0.1111111111111111,529.5185185185185,134639.33333333334,2.0,1.0,1,0.1928091692625583
AEG1121,19,13.31578947368421,1,6.0,0.0,0.0,3.0,568.0,27,3.925925925925926,0.18518518518518517,558.1481481481482,230622.5185185185,6.0,1.0,1,0.18495955857433038
AEH0187,27,11.777777777777779,1,7.0,0.0,0.0,4.0,610.1428571428571,27,3.888888888888889,0.0,436.0,28215.74074074074,7.0,1.0,1,0.1518789269456069
AEH2020,27,11.777777777777779,1,2.0,0.0,0.0,2.0,685.0,27,3.6666666666666665,0.3333333333333333,599.4444444444445,809907.6666666666,2.0,1.0,1,0.17079218625731601
AEK3566,28,11.642857142857142,5,2.0,0.0,0.0,1.0,630.0,28,4.107142857142857,0.25,458.9642857142857,430389.53571428574,2.0,1.0,1,0.1382283759155673
AEM0554,42,13.404761904761905,3,22.0,0.0,0.0,10.0,518.0454545454545,44,3.6818181818181817,0.22727272727272727,505.40909090909093,454640.88636363635,22.0,1.0,1,0.10189569596872028
AEP1930,27,11.444444444444445,1,3.0,0.0,0.0,3.0,349.3333333333333,27,4.222222222222222,0.25925925925925924,593.5185185185185,444736.81481481483,3.0,1.0,1,0.160610940812196
AEW1442,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,25,4.0,0.08,581.28,185396.2,0.0,0.0,1,0.1937565554541204
AFB0904,33,12.484848484848484,5,139.0,51.0,78.0,65.0,609.7841726618705,3,3.6666666666666665,0.6666666666666666,572.6666666666666,589198.0,10.0,0.07194244604316546,1,0.00911245317538234
AFB1626,20,11.65,1,0.0,0.0,0.0,0.0,0.0,9,3.7777777777777777,0.1111111111111111,675.6666666666666,113425.77777777778,0.0,0.0,1,0.1765268259328467
AFB3228,33,11.030303030303031,1,20.0,2.0,9.0,16.0,600.55,25,3.92,0.32,567.96,572765.0,9.0,0.45,1,0.12667174069590886
AFF1492,19,11.263157894736842,1,0.0,0.0,0.0,0.0,0.0,3,3.0,0.3333333333333333,514.0,385738.0,0.0,0.0,1,0.1577290382056758
AFH1757,19,11.789473684210526,1,5.0,0.0,0.0,4.0,413.8,43,3.813953488372093,0.23255813953488372,544.3488372093024,443922.37209302327,5.0,1.0,1,0.1871439001829821
AFK3800,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,37,3.918918918918919,0.13513513513513514,560.4054054054054,336253.5675675676,0.0,0.0,1,0.1852362635447078
AFP2247,20,11.6,1,1.0,0.0,0.0,1.0,6.0,3,3.6666666666666665,0.0,541.3333333333334,38105.0,1.0,1.0,1,0.1339883910125707
AFP2709,40,11.025,1,65.0,27.0,35.0,39.0,505.6923076923077,45,3.466666666666667,0.022222222222222223,547.8666666666667,43257.933333333334,3.0,0.046153846153846156,1,0.05346816136148702
AGB0057,28,11.642857142857142,1,16.0,2.0,10.0,13.0,540.5625,30,3.5,0.06666666666666667,524.8333333333334,108129.26666666666,4.0,0.25,1,0.13701668085054775
AGB3303,19,12.31578947368421,1,0.0,0.0,0.0,0.0,0.0,3,4.0,0.0,525.6666666666666,26624.333333333332,0.0,0.0,1,0.18752711156985735
AGC0445,19,12.68421052631579,1,6.0,0.0,0.0,2.0,811.5,40,3.775,0.325,559.375,506813.3,6.0,1.0,1,0.16920280307675079
AGE1244,19,12.473684210526315,1,0.0,0.0,0.0,0.0,0.0,27,3.6666666666666665,0.037037037037037035,479.48148148148147,86417.4074074074,0.0,0.0,1,0.18099805667856594
AGF0742,31,11.774193548387096,2,463.0,183.0,243.0,207.0,574.4816414686825,28,3.75,0.32142857142857145,510.2142857142857,297667.35714285716,37.0,0.07991360691144708,-1,-0.08797772807562054
AGF1810,27,12.555555555555555,1,20.0,0.0,0.0,8.0,472.55,27,3.925925925925926,0.2962962962962963,465.3333333333333,627301.7037037037,20.0,1.0,1,0.14662109889778568
AGF2302,20,11.15,1,0.0,0.0,0.0,0.0,0.0,9,3.2222222222222223,0.1111111111111111,575.8888888888889,261311.11111111112,0.0,0.0,1,0.1596230803775866
AGG3958,19,12.68421052631579,1,1.0,0.0,0.0,1.0,848.0,3,4.0,0.3333333333333333,541.3333333333334,903870.6666666666,1.0,1.0,1,0.14706996445616916
AGL1301,26,12.0,1,25.0,8.0,13.0,17.0,584.84,27,3.5555555555555554,0.37037037037037035,476.55555555555554,552891.8148148148,4.0,0.16,1,0.1289324956520198
AGL3519,28,11.928571428571429,1,12.0,0.0,0.0,6.0,632.25,27,4.074074074074074,0.14814814814814814,454.14814814814815,261134.5185185185,12.0,1.0,1,0.15766861271116217
AGM0133,19,13.263157894736842,1,0.0,0.0,0.0,0.0,0.0,33,3.878787878787879,0.0,613.5151515151515,30275.0,0.0,0.0,1,0.16717762610369236
AGM3372,19,12.31578947368421,1,0.0,0.0,0.0,0.0,0.0,48,3.8541666666666665,0.125,491.2083333333333,255233.91666666666,0.0,0.0,1,0.1793325667533538
AGM3504,19,12.736842105263158,1,1.0,0.0,0.0,1.0,881.0,32,3.375,0.21875,577.25,388775.8125,1.0,1.0,1,0.16289855057194508
AGS0063,19,13.263157894736842,1,0.0,0.0,0.0,0.0,0.0,33,3.696969696969697,0.09090909090909091,557.1818181818181,149081.60606060605,0.0,0.0,1,0.17638096521520275
AGS2462,19,13.263157894736842,1,0.0,0.0,0.0,0.0,0.0,24,4.125,0.0,458.8333333333333,31068.75,0.0,0.0,1,0.14449479324277048
AGW1590,38,10.973684210526315,5,51.0,16.0,27.0,29.0,550.6666666666666,42,3.9285714285714284,0.23809523809523808,551.7380952380952,595283.8571428572,8.0,0.1568627450980392,1,0.09135123584444038
AHB0648,26,11.961538461538462,1,42.0,13.0,19.0,21.0,433.76190476190476,34,3.911764705882353,0.35294117647058826,634.6764705882352,746114.4411764706,10.0,0.23809523809523808,1,0.11841980032219362
AHC0232,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,7,3.5714285714285716,0.0,608.2857142857143,24023.571428571428,0.0,0.0,1,0.169705979339286
AHC1994,33,10.696969696969697,3,46.0,20.0,21.0,27.0,510.0,32,3.875,0.15625,614.65625,329770.5625,5.0,0.10869565217391304,1,0.10515945112257896
AHC3277,19,13.210526315789474,1,0.0,0.0,0.0,0.0,0.0,3,3.6666666666666665,0.0,546.0,38611.666666666664,0.0,0.0,1,0.17486428142325305
AHD2457,20,11.5,1,8.0,0.0,0.0,6.0,607.125,27,3.8518518518518516,0.2222222222222222,556.5555555555555,355245.44444444444,8.0,1.0,1,0.19732613428592954
AHG1408,19,11.736842105263158,1,0.0,0.0,0.0,0.0,0.0,18,3.8333333333333335,0.16666666666666666,509.77777777777777,119358.66666666667,0.0,0.0,1,0.19132795520849727
AHG3997,19,12.263157894736842,1,2.0,0.0,0.0,2.0,540.0,3,4.333333333333333,0.3333333333333333,649.3333333333334,891638.3333333334,2.0,1.0,1,0.12926692365601355
AHH0495,27,12.518518518518519,1,5.0,0.0,0.0,4.0,503.8,27,3.7037037037037037,0.37037037037037035,532.9629629629629,440920.0740740741,5.0,1.0,1,0.1832380016572721
AHH1966,19,13.31578947368421,1,0.0,0.0,0.0,0.0,0.0,21,3.619047619047619,0.14285714285714285,539.7619047619048,116964.04761904762,0.0,0.0,1,0.1812162814336788
AHK1988,19,12.210526315789474,1,0.0,0.0,0.0,0.0,0.0,27,3.8518518518518516,0.2962962962962963,581.074074074074,530327.7407407408,0.0,0.0,1,0.17686917973245203
AHM0959,25,11.44,4,5.0,0.0,0.0,4.0,523.6,38,3.6578947368421053,0.18421052631578946,503.1578947368421,127185.34210526316,5.0,1.0,1,0.1641321384427289
AHP0154,19,11.894736842105264,1,2.0,0.0,0.0,1.0,703.0,11,3.727272727272727,0.18181818181818182,450.45454545454544,175702.63636363635,2.0,1.0,1,0.17114945365617945
AHS2348,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,9,3.888888888888889,0.0,610.1111111111111,29861.333333333332,0.0,0.0,1,0.18175392887042546
AIA2005,19,12.210526315789474,1,0.0,0.0,0.0,0.0,0.0,35,4.2,0.14285714285714285,570.5142857142857,415732.85714285716,0.0,0.0,1,0.1657200455140685
AIB0553,27,13.074074074074074,1,1.0,0.0,0.0,1.0,921.0,27,3.925925925925926,0.14814814814814814,554.5925925925926,322541.51851851854,1.0,1.0,1,0.1622220054964979
AIB1567,19,13.368421052631579,1,3.0,0.0,0.0,2.0,691.0,3,3.3333333333333335,0.3333333333333333,453.3333333333333,343608.0,3.0,1.0,1,0.1410070777852075
AIB3416,31,12.35483870967742,4,45.0,13.0,24.0,26.0,576.0888888888888,45,3.8444444444444446,0.2222222222222222,541.8,644634.5333333333,8.0,0.17777777777777778,1,0.10860262047533925
AIC1071,19,12.263157894736842,1,0.0,0.0,0.0,0.0,0.0,27,3.6296296296296298,0.18518518518518517,570.7037037037037,406929.14814814815,0.0,0.0,1,0.18783984455167396
AID2774,23,12.826086956521738,3,0.0,0.0,0.0,0.0,0.0,3,3.6666666666666665,1.0,426.6666666666667,931652.6666666666,0.0,0.0,1,0.03935673125828032
